prov,depto,fecha_min,confirmados,confirmados_14,casos_posibles,casos_posibles_14,fallecidos,fallecidos_14
46,70,2021-01-26,0,2,3,15,0,0
46,77,2021-01-26,0,0,1,14,0,0
46,84,2021-01-26,0,11,2,48,0,0
46,91,2021-01-26,0,3,0,14,0,0
46,98,2021-01-26,0,3,1,18,0,0
46,105,2021-01-26,0,1,0,19,0,0
46,112,2021-01-26,0,4,2,26,0,0
46,119,2021-01-26,0,0,0,7,0,0
46,126,2021-01-26,1,3,3,26,0,0
50,0,2021-01-26,1,3,11,109,0,0
50,7,2021-01-26,16,176,89,1120,0,3
50,14,2021-01-26,5,82,17,269,0,2
50,21,2021-01-26,16,181,119,1303,0,3
50,28,2021-01-26,10,181,167,1591,1,8
50,35,2021-01-26,1,30,9,166,0,1
50,42,2021-01-26,0,11,2,76,0,0
50,49,2021-01-26,10,141,108,1234,1,3
50,56,2021-01-26,2,17,22,165,0,1
50,63,2021-01-26,9,153,55,943,1,2
50,70,2021-01-26,11,138,96,993,0,0
50,77,2021-01-26,1,22,9,119,0,0
50,84,2021-01-26,4,57,18,313,0,0
50,91,2021-01-26,1,8,12,136,0,1
50,98,2021-01-26,9,148,31,580,0,3
50,105,2021-01-26,24,264,109,1229,0,12
50,112,2021-01-26,1,8,7,60,0,1
50,119,2021-01-26,3,32,15,197,0,1
50,126,2021-01-26,3,25,17,163,0,1
54,0,2021-01-26,0,0,0,3,0,0
54,7,2021-01-26,1,24,7,86,0,1
54,14,2021-01-26,3,11,7,58,0,0
54,21,2021-01-26,2,38,5,90,0,1
54,28,2021-01-26,140,1393,201,2147,1,16
54,35,2021-01-26,0,4,3,19,0,0
54,42,2021-01-26,9,185,17,338,1,8
54,49,2021-01-26,0,23,4,69,0,0
54,56,2021-01-26,1,42,2,79,0,0
54,63,2021-01-26,7,90,17,279,2,3
54,70,2021-01-26,2,47,4,103,0,4
54,77,2021-01-26,11,41,18,96,0,0
54,84,2021-01-26,1,32,1,75,0,1
54,91,2021-01-26,2,44,6,171,0,4
54,98,2021-01-26,2,33,3,126,0,0
54,105,2021-01-26,0,5,4,34,0,0
54,112,2021-01-26,0,12,0,23,0,0
54,119,2021-01-26,0,3,3,16,0,0
58,0,2021-01-26,0,13,0,29,1,1
58,7,2021-01-26,3,72,9,156,0,0
58,14,2021-01-26,1,45,7,129,0,1
58,21,2021-01-26,1,5,1,12,0,0
58,28,2021-01-26,2,34,5,63,0,1
58,35,2021-01-26,198,2471,483,5564,2,18
58,42,2021-01-26,14,234,28,367,0,2
58,49,2021-01-26,16,259,28,446,0,3
58,56,2021-01-26,75,1065,141,1806,0,8
58,63,2021-01-26,9,86,15,146,1,1
58,70,2021-01-26,21,431,31,643,0,2
58,77,2021-01-26,2,50,5,102,0,2
58,84,2021-01-26,7,69,11,102,0,0
58,91,2021-01-26,18,199,28,443,0,3
58,98,2021-01-26,2,14,3,36,0,1
58,105,2021-01-26,0,87,5,131,0,0
58,112,2021-01-26,11,327,24,533,0,10
62,0,2021-01-26,1,8,4,26,0,0
62,7,2021-01-26,35,442,87,1298,0,4
62,14,2021-01-26,9,129,26,332,0,0
62,21,2021-01-26,88,1577,210,2955,0,10
62,28,2021-01-26,0,18,2,58,0,1
62,35,2021-01-26,2,7,4,16,0,0
62,42,2021-01-26,92,1077,214,3001,3,10
62,49,2021-01-26,1,13,2,34,0,1
62,56,2021-01-26,0,1,0,1,0,0
62,63,2021-01-26,10,99,33,243,0,0
62,70,2021-01-26,1,66,9,121,0,3
62,77,2021-01-26,10,335,27,657,1,4
62,84,2021-01-26,1,19,2,45,0,1
62,91,2021-01-26,7,130,16,203,1,5
66,0,2021-01-26,0,0,2,23,0,0
66,7,2021-01-26,6,90,15,231,0,1
66,14,2021-01-26,0,8,1,21,0,0
66,21,2021-01-26,2,25,6,96,0,0
66,28,2021-01-26,29,350,167,1874,1,12
66,35,2021-01-26,4,29,14,172,0,0
66,42,2021-01-26,1,7,3,35,0,0
66,49,2021-01-26,0,7,7,87,0,0
66,56,2021-01-26,8,50,27,409,0,1
66,63,2021-01-26,0,0,0,4,0,0
66,70,2021-01-26,0,0,0,1,0,0
66,77,2021-01-26,1,18,4,68,0,0
66,84,2021-01-26,0,3,0,20,0,0
66,91,2021-01-26,0,0,1,3,0,0
66,98,2021-01-26,1,4,2,17,0,0
66,105,2021-01-26,1,3,1,20,0,0
66,112,2021-01-26,4,66,10,183,0,0
66,119,2021-01-26,0,7,4,24,0,0
66,126,2021-01-26,1,33,45,633,0,1
66,133,2021-01-26,1,17,6,113,0,0
66,140,2021-01-26,2,47,7,132,0,0
66,147,2021-01-26,1,27,11,174,0,0
66,154,2021-01-26,2,5,5,27,0,0
66,161,2021-01-26,0,2,0,23,0,0
70,0,2021-01-26,0,2,2,9,0,0
70,7,2021-01-26,1,28,5,204,0,0
70,14,2021-01-26,0,1,0,23,0,0
70,21,2021-01-26,1,14,3,79,0,0
70,28,2021-01-26,9,204,73,1219,0,3
70,35,2021-01-26,0,23,4,107,0,0
70,42,2021-01-26,8,89,41,644,0,4
70,49,2021-01-26,2,7,4,113,0,1
70,56,2021-01-26,14,42,16,288,0,1
70,63,2021-01-26,0,2,2,31,0,1
70,70,2021-01-26,5,77,22,273,0,0
70,77,2021-01-26,11,229,79,1081,0,10
70,84,2021-01-26,14,158,68,959,0,4
70,91,2021-01-26,0,2,1,31,0,0
70,98,2021-01-26,3,73,31,518,0,0
70,105,2021-01-26,0,6,2,102,0,0
70,112,2021-01-26,1,4,5,32,0,0
70,119,2021-01-26,0,5,5,36,0,1
70,126,2021-01-26,0,7,4,61,0,0
70,133,2021-01-26,0,4,4,23,0,0
74,0,2021-01-26,0,6,0,33,0,0
74,7,2021-01-26,1,181,20,1307,0,1
74,14,2021-01-26,0,56,10,454,0,0
74,21,2021-01-26,0,176,43,952,0,0
74,28,2021-01-26,2,100,30,836,1,2
74,35,2021-01-26,18,1595,125,8243,0,2
74,42,2021-01-26,2,174,6,722,0,0
74,49,2021-01-26,4,151,27,927,0,2
74,56,2021-01-26,169,4744,719,25462,0,5
74,63,2021-01-26,0,18,5,211,0,0
78,0,2021-01-26,0,7,1,30,0,0
78,7,2021-01-26,1,25,20,170,0,1
78,14,2021-01-26,69,1812,258,4068,1,11
78,21,2021-01-26,70,869,249,2859,1,25
78,28,2021-01-26,15,324,44,763,0,1
78,35,2021-01-26,6,108,39,912,0,0
78,42,2021-01-26,13,185,38,473,1,3
78,49,2021-01-26,0,10,6,67,0,0
82,0,2021-01-26,0,0,0,5,0,0
82,7,2021-01-26,4,67,26,300,0,1
82,14,2021-01-26,8,156,27,522,0,0
82,21,2021-01-26,27,673,76,1831,1,13
82,28,2021-01-26,17,261,52,743,1,6
82,35,2021-01-26,9,76,25,182,0,0
82,42,2021-01-26,33,398,99,1330,0,12
82,49,2021-01-26,48,623,129,1397,2,20
82,56,2021-01-26,8,148,17,401,0,3
82,63,2021-01-26,108,1838,324,5317,0,26
82,70,2021-01-26,25,564,57,1205,0,12
82,77,2021-01-26,7,149,23,357,1,4
82,84,2021-01-26,254,4549,913,13498,9,77
82,91,2021-01-26,14,338,35,690,0,6
82,98,2021-01-26,6,58,9,168,0,2
82,105,2021-01-26,6,175,28,570,2,5
82,112,2021-01-26,10,165,25,417,0,2
82,119,2021-01-26,19,471,83,1458,1,2
82,126,2021-01-26,18,181,36,412,0,1
82,133,2021-01-26,9,146,37,346,0,2
86,0,2021-01-26,0,2,0,10,0,0
86,7,2021-01-26,0,11,2,30,0,0
86,14,2021-01-26,0,10,7,65,0,0
86,21,2021-01-26,2,33,4,93,0,0
86,28,2021-01-26,1,36,11,331,0,1
86,35,2021-01-26,2,177,108,1248,0,1
86,42,2021-01-26,1,12,5,174,0,0
86,49,2021-01-26,29,705,291,4178,2,5
86,56,2021-01-26,0,16,14,115,0,2
86,63,2021-01-26,2,36,23,422,1,1
86,70,2021-01-26,0,1,1,69,0,0
86,77,2021-01-26,6,80,15,395,0,1
86,84,2021-01-26,0,10,2,57,0,1
86,91,2021-01-26,0,7,1,38,0,1
86,98,2021-01-26,2,26,13,101,0,0
86,105,2021-01-26,0,4,18,133,0,1
86,112,2021-01-26,1,2,3,5,0,0
86,119,2021-01-26,1,58,11,196,0,1
86,126,2021-01-26,0,3,29,239,0,0
86,133,2021-01-26,2,39,18,295,0,0
86,140,2021-01-26,0,3,6,106,0,0
86,147,2021-01-26,1,82,18,421,0,0
86,154,2021-01-26,0,9,4,34,0,0
86,161,2021-01-26,2,32,22,355,0,0
86,168,2021-01-26,0,4,16,105,0,0
86,175,2021-01-26,0,1,2,56,0,0
86,182,2021-01-26,0,1,10,22,0,0
86,189,2021-01-26,0,4,0,48,0,0
90,0,2021-01-26,0,8,13,98,0,0
90,7,2021-01-26,6,35,30,218,1,1
90,14,2021-01-26,13,135,216,1401,0,5
90,21,2021-01-26,17,69,108,750,0,1
90,28,2021-01-26,5,37,43,300,0,1
90,35,2021-01-26,1,19,7,106,0,0
90,42,2021-01-26,12,92,42,337,0,1
90,49,2021-01-26,0,24,12,153,0,0
90,56,2021-01-26,11,76,77,591,0,0
90,63,2021-01-26,4,97,72,686,1,1
90,70,2021-01-26,5,63,27,604,1,2
90,77,2021-01-26,26,81,84,373,0,2
90,84,2021-01-26,80,740,827,5521,2,12
90,91,2021-01-26,1,23,18,288,0,0
90,98,2021-01-26,4,109,18,304,0,1
90,105,2021-01-26,17,163,178,1210,0,1
90,112,2021-01-26,2,13,18,106,0,0
90,119,2021-01-26,27,267,182,1455,0,0
94,0,2021-01-26,1,9,1,37,0,0
94,7,2021-01-26,14,350,50,1137,1,10
94,14,2021-01-26,42,543,88,1322,1,9
2,0,2021-01-27,445,7115,6594,88765,6,113
2,1,2021-01-27,34,571,286,3979,1,5
2,2,2021-01-27,60,588,372,4634,0,5
2,3,2021-01-27,43,557,286,4011,0,5
2,4,2021-01-27,38,516,315,4103,0,5
2,5,2021-01-27,39,521,384,4614,0,7
2,6,2021-01-27,44,580,359,5240,1,5
2,7,2021-01-27,39,570,354,4671,1,13
2,8,2021-01-27,36,383,248,2650,0,6
2,9,2021-01-27,49,441,247,2944,1,5
2,10,2021-01-27,39,511,283,3803,0,6
2,11,2021-01-27,60,567,427,4381,0,7
2,12,2021-01-27,43,598,423,5600,0,9
2,13,2021-01-27,59,868,592,8058,0,8
2,14,2021-01-27,58,860,523,7061,2,2
2,15,2021-01-27,33,518,398,4723,3,9
6,0,2021-01-27,6,85,37,441,0,3
6,7,2021-01-27,3,57,12,163,0,1
6,14,2021-01-27,1,28,7,63,0,1
6,21,2021-01-27,3,31,14,134,0,1
6,28,2021-01-27,94,1539,366,5082,8,48
6,35,2021-01-27,82,1107,356,4883,1,27
6,42,2021-01-27,4,78,20,224,0,4
6,49,2021-01-27,8,156,41,570,0,2
6,56,2021-01-27,95,920,222,2266,1,21
6,63,2021-01-27,40,462,66,770,0,7
6,70,2021-01-27,14,70,22,193,0,2
6,77,2021-01-27,4,133,9,250,0,11
6,84,2021-01-27,2,66,6,182,0,0
6,91,2021-01-27,49,730,199,2748,2,22
6,98,2021-01-27,12,179,41,624,0,7
6,105,2021-01-27,8,214,54,1125,1,6
6,112,2021-01-27,21,145,53,471,0,2
6,119,2021-01-27,9,84,20,199,0,0
6,126,2021-01-27,57,640,95,1347,2,8
6,134,2021-01-27,16,240,47,605,1,3
6,140,2021-01-27,0,61,7,121,0,1
6,147,2021-01-27,5,64,13,213,0,2
6,154,2021-01-27,1,18,4,58,0,0
6,161,2021-01-27,3,45,8,131,0,1
6,168,2021-01-27,1,24,3,55,0,0
6,175,2021-01-27,4,84,12,193,0,2
6,182,2021-01-27,3,57,16,268,0,3
6,189,2021-01-27,4,62,5,100,0,0
6,196,2021-01-27,1,10,5,79,0,2
6,203,2021-01-27,24,161,41,433,0,3
6,210,2021-01-27,16,214,48,614,0,4
6,217,2021-01-27,6,100,28,319,1,4
6,224,2021-01-27,6,192,37,717,0,7
6,231,2021-01-27,10,172,21,358,0,2
6,238,2021-01-27,5,63,8,154,0,0
6,245,2021-01-27,13,151,49,504,0,3
6,252,2021-01-27,72,791,201,2613,6,38
6,260,2021-01-27,84,1078,300,3519,0,17
6,266,2021-01-27,14,85,30,335,0,1
6,270,2021-01-27,36,517,126,1639,1,9
6,274,2021-01-27,50,756,262,3247,1,21
6,277,2021-01-27,2,37,4,104,0,0
6,280,2021-01-27,20,201,55,532,0,2
6,287,2021-01-27,2,16,12,79,0,0
6,294,2021-01-27,2,47,8,134,1,2
6,301,2021-01-27,6,75,12,171,0,1
6,308,2021-01-27,1,8,3,18,0,0
6,315,2021-01-27,4,95,17,202,0,2
6,322,2021-01-27,2,17,7,70,0,0
6,329,2021-01-27,3,65,11,177,0,1
6,336,2021-01-27,2,11,5,33,0,0
6,343,2021-01-27,2,18,3,59,0,0
6,351,2021-01-27,3,71,7,139,0,2
6,357,2021-01-27,199,3371,516,7563,4,49
6,364,2021-01-27,19,252,64,893,0,3
6,371,2021-01-27,73,1190,408,5152,0,28
6,385,2021-01-27,7,107,13,216,1,2
6,392,2021-01-27,12,79,22,249,0,4
6,399,2021-01-27,2,52,4,80,0,0
6,406,2021-01-27,2,91,10,178,0,1
6,408,2021-01-27,46,604,144,2012,0,23
6,410,2021-01-27,33,695,154,2295,4,15
6,412,2021-01-27,49,629,158,2263,0,18
6,413,2021-01-27,34,516,95,1207,1,14
6,420,2021-01-27,32,425,99,1176,2,10
6,427,2021-01-27,265,3903,1021,13796,6,72
6,434,2021-01-27,92,1533,412,5971,6,46
6,441,2021-01-27,92,1662,358,5665,3,32
6,448,2021-01-27,0,22,3,71,0,0
6,455,2021-01-27,6,87,25,192,1,5
6,462,2021-01-27,8,46,14,135,0,0
6,466,2021-01-27,0,3,2,22,0,0
6,469,2021-01-27,19,348,40,694,1,12
6,476,2021-01-27,22,240,48,451,0,2
6,483,2021-01-27,7,84,12,228,0,1
6,490,2021-01-27,148,1961,542,7185,7,23
6,497,2021-01-27,30,453,92,1251,2,12
6,505,2021-01-27,6,47,8,163,0,2
6,511,2021-01-27,6,48,9,113,0,1
6,515,2021-01-27,54,682,220,3192,0,18
6,518,2021-01-27,3,77,14,211,0,1
6,525,2021-01-27,9,144,29,471,0,7
6,532,2021-01-27,7,195,42,779,0,5
6,539,2021-01-27,84,1344,325,4471,0,29
6,547,2021-01-27,0,43,6,190,0,0
6,553,2021-01-27,3,19,12,114,0,1
6,560,2021-01-27,65,1092,261,4060,5,23
6,568,2021-01-27,90,1164,337,4161,6,34
6,574,2021-01-27,1,18,4,82,0,0
6,581,2021-01-27,16,302,66,774,1,5
6,588,2021-01-27,14,145,31,399,0,5
6,595,2021-01-27,21,316,109,1398,0,14
6,602,2021-01-27,6,84,19,312,0,2
6,609,2021-01-27,14,146,32,430,0,1
6,616,2021-01-27,0,25,3,60,0,1
6,623,2021-01-27,27,538,68,1057,0,8
6,630,2021-01-27,0,2,0,19,0,0
6,638,2021-01-27,85,1498,481,6354,3,15
6,644,2021-01-27,15,317,38,632,0,0
6,648,2021-01-27,21,249,59,715,0,3
6,651,2021-01-27,2,33,7,114,0,0
6,655,2021-01-27,0,7,8,60,0,0
6,658,2021-01-27,127,1851,431,5811,4,41
6,665,2021-01-27,4,74,7,169,0,3
6,672,2021-01-27,5,78,8,186,0,0
6,679,2021-01-27,7,53,15,141,0,1
6,686,2021-01-27,0,96,7,226,0,2
6,693,2021-01-27,9,52,11,140,0,0
6,700,2021-01-27,3,118,6,161,0,2
6,707,2021-01-27,6,100,15,224,0,3
6,714,2021-01-27,13,69,39,238,0,0
6,721,2021-01-27,8,72,8,129,0,3
6,728,2021-01-27,4,76,18,246,0,2
6,735,2021-01-27,6,109,29,335,1,2
6,742,2021-01-27,0,5,2,52,0,0
6,749,2021-01-27,30,483,136,1810,1,12
6,756,2021-01-27,95,1333,436,5463,2,20
6,760,2021-01-27,104,1103,281,3725,1,12
6,763,2021-01-27,18,342,69,996,0,12
6,770,2021-01-27,10,156,31,454,0,5
6,778,2021-01-27,16,193,51,629,2,4
6,784,2021-01-27,3,30,7,88,0,2
6,791,2021-01-27,46,767,120,1880,1,12
6,798,2021-01-27,0,17,1,67,0,1
6,805,2021-01-27,98,1292,395,4352,2,14
6,812,2021-01-27,0,14,1,35,0,1
6,819,2021-01-27,1,58,5,143,1,2
6,826,2021-01-27,25,297,60,969,0,5
6,833,2021-01-27,11,165,28,402,1,10
6,840,2021-01-27,82,1110,395,4406,1,19
6,847,2021-01-27,2,24,3,76,0,0
6,854,2021-01-27,11,200,30,465,1,3
6,861,2021-01-27,90,1187,396,5430,0,10
6,868,2021-01-27,19,208,44,525,0,4
6,875,2021-01-27,0,7,7,58,0,0
6,882,2021-01-27,13,237,53,938,1,6
10,0,2021-01-27,0,5,1,15,0,0
10,7,2021-01-27,1,16,1,100,0,0
10,14,2021-01-27,0,3,1,10,0,0
10,21,2021-01-27,1,14,12,122,0,0
10,28,2021-01-27,0,0,0,6,0,0
10,35,2021-01-27,0,104,0,471,0,1
10,42,2021-01-27,1,36,1,116,0,0
10,49,2021-01-27,37,999,116,2320,2,9
10,56,2021-01-27,0,1,1,11,0,0
10,63,2021-01-27,3,60,6,145,0,1
10,70,2021-01-27,10,125,24,294,0,0
10,77,2021-01-27,0,11,0,30,0,0
10,84,2021-01-27,1,7,1,43,0,0
10,91,2021-01-27,3,45,18,294,0,0
10,98,2021-01-27,0,6,2,46,0,0
10,105,2021-01-27,1,6,1,65,0,0
10,112,2021-01-27,11,185,16,437,0,0
14,0,2021-01-27,1,38,21,227,0,0
14,7,2021-01-27,0,101,24,763,0,1
14,14,2021-01-27,196,2779,1727,21471,4,35
14,21,2021-01-27,32,441,238,4229,0,5
14,28,2021-01-27,6,50,26,383,0,1
14,35,2021-01-27,5,56,21,353,0,0
14,42,2021-01-27,32,308,140,2067,1,6
14,49,2021-01-27,12,48,26,263,0,2
14,56,2021-01-27,3,38,26,434,0,0
14,63,2021-01-27,16,248,54,1050,0,0
14,70,2021-01-27,0,2,0,31,0,0
14,77,2021-01-27,0,2,0,44,0,0
14,84,2021-01-27,2,62,20,322,0,0
14,91,2021-01-27,53,509,217,2570,0,7
14,98,2021-01-27,34,354,205,2624,0,3
14,105,2021-01-27,17,136,57,588,0,3
14,112,2021-01-27,0,13,7,155,0,0
14,119,2021-01-27,13,240,60,1455,0,1
14,126,2021-01-27,1,54,29,683,0,0
14,133,2021-01-27,9,50,124,548,2,2
14,140,2021-01-27,65,837,203,2936,0,24
14,147,2021-01-27,12,192,72,1516,0,2
14,154,2021-01-27,1,14,6,133,0,0
14,161,2021-01-27,11,172,41,1248,1,3
14,168,2021-01-27,2,14,7,209,0,0
14,175,2021-01-27,1,11,7,84,0,0
14,182,2021-01-27,24,220,72,931,0,7
18,0,2021-01-27,0,5,1,10,0,0
18,7,2021-01-27,9,78,10,124,0,0
18,14,2021-01-27,3,22,3,23,0,0
18,21,2021-01-27,91,1182,144,1928,3,14
18,28,2021-01-27,1,3,1,15,0,0
18,35,2021-01-27,1,25,8,86,0,0
18,42,2021-01-27,1,22,2,37,0,0
18,49,2021-01-27,3,61,6,108,0,0
18,56,2021-01-27,2,11,2,32,0,0
18,63,2021-01-27,3,15,4,39,0,0
18,70,2021-01-27,5,51,23,251,0,0
18,77,2021-01-27,4,23,5,41,0,0
18,84,2021-01-27,8,56,18,126,0,0
18,91,2021-01-27,1,7,1,25,0,0
18,98,2021-01-27,0,3,2,18,0,0
18,105,2021-01-27,2,88,8,130,0,2
18,112,2021-01-27,7,153,13,208,0,0
18,119,2021-01-27,25,153,37,277,1,2
18,126,2021-01-27,7,13,8,31,0,0
18,133,2021-01-27,1,48,5,103,0,0
18,140,2021-01-27,2,13,2,26,0,0
18,147,2021-01-27,0,3,2,26,0,0
18,154,2021-01-27,0,5,1,21,0,0
18,161,2021-01-27,7,30,10,49,0,0
18,168,2021-01-27,8,43,9,143,0,1
18,175,2021-01-27,0,1,5,14,0,0
22,0,2021-01-27,0,1,1,17,0,0
22,7,2021-01-27,1,29,11,169,0,0
22,14,2021-01-27,0,35,9,166,0,0
22,21,2021-01-27,14,196,112,1262,0,4
22,28,2021-01-27,0,16,2,129,1,2
22,36,2021-01-27,2,46,6,192,0,1
22,39,2021-01-27,1,7,2,30,0,0
22,43,2021-01-27,0,19,2,68,0,0
22,49,2021-01-27,0,7,3,32,0,0
22,56,2021-01-27,2,79,3,154,0,1
22,63,2021-01-27,12,56,49,239,1,3
22,70,2021-01-27,2,34,16,152,0,3
22,77,2021-01-27,2,44,7,153,0,2
22,84,2021-01-27,1,78,14,460,0,3
22,91,2021-01-27,0,2,4,82,0,0
22,98,2021-01-27,5,77,37,396,0,1
22,105,2021-01-27,3,116,8,269,0,0
22,112,2021-01-27,1,41,10,117,0,0
22,119,2021-01-27,0,1,0,36,0,0
22,126,2021-01-27,13,30,24,116,0,1
22,133,2021-01-27,1,38,15,230,0,0
22,140,2021-01-27,81,1391,499,6188,2,21
22,147,2021-01-27,0,18,5,129,0,0
22,154,2021-01-27,1,15,3,104,0,1
22,161,2021-01-27,0,3,0,14,0,0
22,168,2021-01-27,2,25,7,117,0,0
26,0,2021-01-27,0,5,0,14,0,1
26,7,2021-01-27,23,386,70,1100,1,6
26,14,2021-01-27,18,229,28,367,0,4
26,21,2021-01-27,54,1161,165,3099,3,34
26,28,2021-01-27,0,4,1,18,0,1
26,35,2021-01-27,31,484,60,956,0,4
26,42,2021-01-27,0,22,3,86,0,1
26,49,2021-01-27,0,14,2,20,0,0
26,56,2021-01-27,0,17,0,23,0,1
26,63,2021-01-27,0,0,1,3,0,0
26,70,2021-01-27,0,12,0,20,0,0
26,77,2021-01-27,25,566,119,1908,3,17
26,84,2021-01-27,11,130,20,181,0,1
26,91,2021-01-27,5,80,9,141,0,2
26,98,2021-01-27,4,34,4,44,0,0
26,105,2021-01-27,0,18,0,35,0,1
30,0,2021-01-27,1,4,2,20,0,0
30,8,2021-01-27,23,505,59,936,0,4
30,15,2021-01-27,35,887,71,1493,2,17
30,21,2021-01-27,2,65,11,215,0,0
30,28,2021-01-27,3,219,21,402,0,8
30,35,2021-01-27,2,56,5,112,0,0
30,42,2021-01-27,1,25,2,76,0,0
30,49,2021-01-27,2,85,6,264,0,1
30,56,2021-01-27,29,569,68,1139,4,15
30,63,2021-01-27,1,33,1,128,0,1
30,70,2021-01-27,6,184,17,377,0,9
30,77,2021-01-27,6,79,9,189,0,3
30,84,2021-01-27,58,850,139,2285,0,12
30,88,2021-01-27,1,79,5,127,0,0
30,91,2021-01-27,2,78,12,182,0,3
30,98,2021-01-27,18,355,45,685,0,6
30,105,2021-01-27,4,76,11,226,0,6
30,113,2021-01-27,3,75,9,194,0,4
34,0,2021-01-27,0,0,0,18,0,0
34,7,2021-01-27,0,13,1,606,0,0
34,14,2021-01-27,0,218,47,8122,0,2
34,21,2021-01-27,0,9,8,396,0,0
34,28,2021-01-27,0,63,5,926,0,0
34,35,2021-01-27,0,14,16,1127,0,0
34,42,2021-01-27,0,9,3,286,0,0
34,49,2021-01-27,2,89,9,1330,0,4
34,56,2021-01-27,2,14,3,780,0,0
34,63,2021-01-27,1,62,15,498,0,0
38,0,2021-01-27,0,0,7,22,0,0
38,7,2021-01-27,0,9,5,69,0,0
38,14,2021-01-27,1,16,16,199,0,1
38,21,2021-01-27,19,196,96,1185,1,3
38,28,2021-01-27,3,34,5,101,0,0
38,35,2021-01-27,2,16,20,272,0,0
38,42,2021-01-27,2,13,12,152,0,1
38,49,2021-01-27,0,1,0,5,1,1
38,56,2021-01-27,0,1,0,8,0,0
38,63,2021-01-27,2,12,9,181,0,1
38,70,2021-01-27,0,3,0,36,0,0
38,77,2021-01-27,0,4,0,10,0,0
38,84,2021-01-27,2,5,7,37,0,0
38,94,2021-01-27,0,8,5,74,0,0
38,98,2021-01-27,1,1,2,10,0,0
38,105,2021-01-27,0,0,0,6,0,0
38,112,2021-01-27,30,155,72,299,1,2
42,0,2021-01-27,0,0,1,3,0,0
42,7,2021-01-27,2,29,5,117,0,2
42,14,2021-01-27,0,16,1,30,0,0
42,21,2021-01-27,21,521,119,1778,0,7
42,28,2021-01-27,1,27,9,97,0,0
42,35,2021-01-27,3,59,10,262,0,1
42,42,2021-01-27,0,10,3,26,0,0
42,49,2021-01-27,0,11,0,26,0,0
42,56,2021-01-27,0,39,5,139,0,2
42,63,2021-01-27,0,5,0,8,0,0
42,70,2021-01-27,19,43,37,95,1,1
42,77,2021-01-27,3,15,5,88,0,7
42,84,2021-01-27,0,0,0,0,0,0
42,91,2021-01-27,0,2,0,5,0,0
42,98,2021-01-27,0,44,4,146,1,1
42,105,2021-01-27,11,237,55,1231,0,12
42,112,2021-01-27,1,41,6,101,0,3
42,119,2021-01-27,1,25,4,107,0,1
42,126,2021-01-27,1,27,4,108,0,1
42,133,2021-01-27,5,85,24,310,1,2
42,140,2021-01-27,1,63,12,223,0,1
42,147,2021-01-27,0,21,3,84,0,0
42,154,2021-01-27,9,124,22,308,0,4
46,0,2021-01-27,0,0,0,14,0,0
46,7,2021-01-27,1,9,1,30,0,0
46,14,2021-01-27,15,210,128,1884,0,2
46,21,2021-01-27,0,11,3,61,0,0
46,28,2021-01-27,0,16,0,119,0,0
46,35,2021-01-27,5,16,12,73,0,1
46,42,2021-01-27,2,26,18,222,0,0
46,49,2021-01-27,0,2,0,20,0,0
46,56,2021-01-27,0,0,0,15,0,0
46,63,2021-01-27,10,24,28,76,0,0
46,70,2021-01-27,0,2,5,20,0,0
46,77,2021-01-27,0,0,0,14,0,0
46,84,2021-01-27,0,11,0,46,0,0
46,91,2021-01-27,0,3,1,15,0,0
46,98,2021-01-27,0,3,1,19,0,0
46,105,2021-01-27,1,2,1,14,0,0
46,112,2021-01-27,1,5,7,33,0,0
46,119,2021-01-27,0,0,1,8,0,0
46,126,2021-01-27,0,3,4,30,0,0
50,0,2021-01-27,1,3,10,104,0,0
50,7,2021-01-27,13,173,62,1060,0,3
50,14,2021-01-27,2,77,11,260,0,2
50,21,2021-01-27,11,181,71,1240,0,2
50,28,2021-01-27,15,179,106,1553,0,6
50,35,2021-01-27,2,25,13,160,0,1
50,42,2021-01-27,0,10,1,71,0,0
50,49,2021-01-27,6,137,84,1220,0,3
50,56,2021-01-27,0,14,7,155,0,1
50,63,2021-01-27,4,144,29,881,0,2
50,70,2021-01-27,11,142,70,964,0,0
50,77,2021-01-27,2,21,6,119,0,0
50,84,2021-01-27,5,56,21,300,0,0
50,91,2021-01-27,1,8,5,136,0,1
50,98,2021-01-27,10,143,34,565,1,4
50,105,2021-01-27,21,269,112,1257,1,13
50,112,2021-01-27,1,9,7,65,0,1
50,119,2021-01-27,4,32,16,189,0,1
50,126,2021-01-27,1,26,13,160,0,1
54,0,2021-01-27,0,0,1,4,0,0
54,7,2021-01-27,0,17,1,75,0,1
54,14,2021-01-27,0,10,4,58,0,0
54,21,2021-01-27,2,39,4,90,0,1
54,28,2021-01-27,94,1430,157,2201,1,16
54,35,2021-01-27,0,4,0,18,0,0
54,42,2021-01-27,19,194,36,353,0,8
54,49,2021-01-27,1,23,1,64,0,0
54,56,2021-01-27,1,42,4,80,1,1
54,63,2021-01-27,4,88,27,292,0,3
54,70,2021-01-27,0,42,7,103,0,2
54,77,2021-01-27,0,39,16,106,0,0
54,84,2021-01-27,1,26,5,72,0,1
54,91,2021-01-27,18,54,27,166,1,5
54,98,2021-01-27,1,32,5,120,2,2
54,105,2021-01-27,0,5,1,34,0,0
54,112,2021-01-27,0,11,1,22,0,0
54,119,2021-01-27,0,3,0,15,0,0
58,0,2021-01-27,0,12,1,29,0,1
58,7,2021-01-27,7,72,15,154,0,0
58,14,2021-01-27,5,47,14,136,0,1
